# Wavelength in nm, Data in W / (nm m2)
#wavelength data
326.83786751314153 1.273313474428817e-11
326.985960049368 -1.1698955663004727e-11
327.1340525855944 -3.5651309388490144e-11
327.28214512182086 -2.864149661862708e-11
327.43023765804736 2.9423307317855734e-11
327.5783301942738 5.43939778588825e-11
327.72642273050025 3.5617149999937126e-11
327.8745152667267 6.052806160149315e-11
328.02260780295313 5.084335692472672e-11
328.1707003391796 9.584696226620009e-12
328.3187928754061 1.981379647148635e-11
328.4668854116325 -2.757711001809135e-12
328.61497794785896 -1.3824612147132563e-11
328.7630704840854 1.3941336870350086e-11
328.91116302031185 8.290358197320659e-14
329.0592555565383 1.8993634302376617e-11
329.2073480927648 3.512944189283214e-11
329.35544062899123 3.7687898444871326e-11
329.5035331652177 4.9724807284357695e-11
329.6516257014441 4.446351686856383e-11
329.79971823767056 -7.866301143051888e-12
329.94781077389706 -1.2818367846801556e-11
330.0959033101235 -1.3831217998335361e-11
330.24399584634995 2.3581900686250584e-11
330.3920883825764 3.343351059375454e-11
330.54018091880283 1.3713796114772141e-11
330.6882734550293 3.2510583690871574e-11
330.8363659912558 -7.985881102086906e-12
330.9844585274822 -7.610937281037435e-12
331.13255106370866 1.304594987865297e-11
331.2806435999351 -4.827991108750054e-12
331.42873613616155 -2.0685350974198892e-11
331.576828672388 5.349955607050234e-12
331.7249212086145 1.2096742818909392e-12
331.87301374484093 -7.463165276765423e-12
332.0211062810674 1.7648957702972597e-11
332.1691988172938 8.734863088271522e-12
332.31729135352026 1.3446258462597817e-11
332.4653838897467 2.713581738379077e-11
332.6134764259732 1.6689118124823565e-11
332.76156896219965 9.551293938229586e-12
332.9096614984261 3.543074632706059e-12
333.05775403465253 8.72509073946891e-12
333.205846570879 1.6882604814458828e-11
333.3539391071055 -1.1440861624080093e-12
333.5020316433319 -7.072665237868065e-12
333.65012417955836 7.482565328290185e-12
333.7982167157848 9.540446895801932e-12
333.94630925201125 1.0586006091099909e-11
334.0944017882377 6.006773676038671e-12
334.2424943244642 8.388990649423265e-12
334.39058686069063 4.9127001761860295e-12
334.5386793969171 -8.769696830202676e-12
334.6867719331435 -6.376473520945399e-12
334.83486446936996 2.223271315265036e-12
334.9829570055964 2.557701317163202e-12
335.1310495418229 4.813917663488623e-12
335.27914207804935 -4.225445913855922e-12
335.4272346142758 -3.2421536485371024e-12
335.57532715050223 1.2696195484158358e-12
335.7234196867287 -1.631801482349855e-12
335.8715122229551 2.9119653166463814e-13
336.0196047591816 2.1649529159035243e-12
336.16769729540806 6.817908887036738e-13
336.3157898316345 2.66721353472179e-12
336.46388236786095 3.3569450147309668e-12
336.6119749040874 -2.1668542951343815e-13
336.76006744031383 1.3488941452544778e-12
336.90815997654033 1.8534165636293754e-12
337.0562525127668 2.4691431577562766e-12
337.2043450489932 4.7690770923202254e-12
337.35243758521966 3.4901768690831845e-12
337.5005301214461 -2.9911121867276837e-12
337.6486226576726 -3.5402990435534527e-12
337.79671519389905 4.1464323788638376e-13
337.9448077301255 -4.5075802871725815e-13
338.09290026635193 -8.002057601790491e-13
338.2409928025784 -1.9384441284225182e-13
338.3890853388048 -3.6942173106611634e-13
338.5371778750313 4.92315578971515e-13
338.68527041125776 -1.3455280006892992e-12
338.8333629474842 3.6134836075309843e-13
338.98145548371065 -1.5336308578484376e-13
339.1295480199371 8.315144651704581e-14
339.27764055616353 1.3692805815258984e-12
339.42573309239003 -1.2992842357226743e-12
339.5738256286165 -1.8319345744360834e-12
339.7219181648429 -5.876701216031304e-13
339.87001070106936 8.699036464133144e-13
340.0181032372958 3.4635402423369295e-12
340.16619577352225 3.686960275308854e-12
340.31428830974875 -7.104529034345246e-13
340.4623808459752 -1.175037955988445e-12
340.61047338220163 2.5583740167439463e-12
340.7585659184281 1.670872900284998e-12
340.9066584546545 -3.3127201950469595e-13
341.054750990881 9.643057728967496e-13
341.20284352710746 5.794222339650176e-13
341.3509360633339 5.853454969820128e-13
341.49902859956035 4.1330401566196066e-13
341.6471211357868 9.76362141724952e-13
341.79521367201323 1.6044961162209947e-12
341.94330620823973 1.056862275024589e-12
342.0913987444662 8.607083383259392e-13
342.2394912806926 9.693004871596327e-13
342.38758381691906 1.2139609559773781e-12
342.5356763531455 5.515041625543599e-13
342.68376888937195 4.947455935386504e-13
342.83186142559845 -5.986074636092458e-13
342.9799539618249 -1.0198503087501806e-12
343.12804649805133 8.333473068016968e-13
343.2761390342778 5.50487705779465e-13
343.4242315705042 -1.5364683842048115e-13
343.57232410673066 1.799373206128154e-13
343.72041664295716 1.1957554893416546e-12
343.8685091791836 1.2325199096415282e-12
344.01660171541005 2.906072819882258e-13
344.1646942516365 -6.380587777322062e-14
344.31278678786293 6.48896632568535e-13
344.46087932408943 7.853508482800264e-13
344.6089718603159 -1.494913841894731e-13
344.7570643965423 -7.958353157084012e-14
344.90515693276876 -2.21191073546929e-13
345.0532494689952 2.30090851790733e-13
345.20134200522165 -2.5222306266775324e-13
345.34943454144815 -3.063611082100335e-13
345.4975270776746 -1.4756076511040767e-13
345.64561961390103 6.934475479545461e-11
345.7937121501275 -1.1206670337578946e-09
345.9418046863539 2.635668051655257e-09
346.08989722258036 1.52474147811216e-08
346.23798975880686 9.437564747228944e-09
346.3860822950333 -1.959880549214516e-09
346.53417483125975 9.214791970140843e-11
346.6822673674862 1.4874576888954107e-13
346.83035990371263 -9.502007045995345e-14
346.9784524399391 -1.0557939060129758e-14
347.1265449761656 2.470472697647919e-13
347.274637512392 3.3517961456328417e-13
347.42273004861846 3.843229584391503e-13
347.5708225848449 1.735089923379085e-13
347.71891512107135 1.2754396620676995e-13
347.8670076572978 3.811493567106656e-13
348.0151001935243 2.6368674524659187e-13
348.16319272975073 1.8298205679995628e-13
348.3112852659772 4.550848741864099e-14
348.4593778022036 -2.6688250497486353e-13
348.60747033843006 -5.705059922155095e-14
348.75556287465656 8.547519890168446e-14
348.903655410883 8.906092100924081e-15
349.05174794710945 -3.167740467173234e-14
349.1998404833359 1.0015553143454889e-13
349.34793301956233 7.924044383953685e-14
349.4960255557888 1.0860103960284511e-13
349.6441180920153 1.6796964232378776e-13
349.7922106282417 2.4402012112671227e-13
349.94030316446816 7.527825420360441e-14
350.0883957006946 6.537048611941778e-14
350.23648823692105 2.9620568732828413e-13
350.3845807731475 2.2990040494940984e-13
350.532673309374 4.9467952569650684e-14
350.68076584560043 3.182451470017548e-14
350.8288583818269 3.848313191535496e-14
350.9769509180533 1.724217074020453e-13
351.12504345427976 1.3158945594569254e-13
351.2731359905062 4.1253967502377516e-14
351.4212285267327 1.2599645124950858e-13
351.56932106295915 1.559204927026484e-13
351.7174135991856 6.770232493800777e-14
351.86550613541203 1.4960483903984124e-14
352.0135986716385 5.355021319404362e-14
352.161691207865 1.0516107098007141e-13
352.3097837440914 7.950913674030484e-14
352.45787628031786 7.109835719829211e-14
352.6059688165443 1.6820587080943038e-13
